
DATE_VALU   COUNT(*)
23-SEP-20    8457085
24-SEP-20    8433543
25-SEP-20    8357129
26-SEP-20    8195613
27-SEP-20    8697422
28-SEP-20    8677357
29-SEP-20    8554341
30-SEP-20    8615579
01-OCT-20    8972888
02-OCT-20    8647116
