
DATE_VALU   COUNT(*)
23-SEP-20     139107
24-SEP-20     147143
25-SEP-20     131489
26-SEP-20     151509
27-SEP-20     157418
28-SEP-20     150462
29-SEP-20     144027
30-SEP-20     129978
01-OCT-20     137654
02-OCT-20     103388
