
DATE_VALU   COUNT(*)
23-SEP-20       2794
24-SEP-20       2569
25-SEP-20       2339
26-SEP-20       2461
27-SEP-20       2201
28-SEP-20       2421
29-SEP-20       2469
30-SEP-20       2857
01-OCT-20       3780
02-OCT-20       3417
